employee_id,job_title,experience_level,education_level,employment_type,location,company_size,salary,primary_skill,department,performance_rating,age
582,Product Manager,Mid,Bachelor's,Full-time,Boston,Large,>=75000,Machine Learning,HR,1,35
583,Data Engineer,Senior,Master's,Part-time,Seattle,Medium,>=125000,Python,Analytics,4,55
584,System Admin,Mid,Diploma,Contract,Los Angeles,Small,>=75000,DevOps,Operations,1,44
585,AI Researcher,Senior,PhD,Full-time,Seattle,Small,>=150000,Cloud,IT,5,24
586,Software Engineer,Senior,Master's,Full-time,Remote,Large,>=125000,Project Management,IT,4,57
587,Web Developer,Entry,Bachelor's,Part-time,Remote,Small,>=50000,DevOps,IT,4,54
588,Data Analyst,Senior,Master's,Full-time,San Jose,Large,>=125000,Cloud,IT,3,59
589,Software Engineer,Mid,PhD,Contract,San Jose,Small,>=100000,Deep Learning,Analytics,3,38
590,System Admin,Entry,Bachelor's,Part-time,Los Angeles,Medium,>=50000,Project Management,HR,3,30
591,Software Engineer,Senior,PhD,Contract,Los Angeles,Large,>=125000,Cloud,HR,5,24
592,ML Engineer,Entry,Bachelor's,Full-time,San Francisco,Small,>=50000,Cloud,Analytics,2,50
593,Data Analyst,Entry,Diploma,Contract,New York,Medium,>=75000,Machine Learning,Operations,3,59
594,Product Manager,Senior,PhD,Part-time,Seattle,Large,>=150000,Python,HR,2,55
595,AI Researcher,Senior,Bachelor's,Full-time,Remote,Large,>=150000,Data Visualization,Operations,4,31
596,Product Manager,Entry,Bachelor's,Part-time,Remote,Large,>=50000,Project Management,Analytics,5,45
597,Software Engineer,Mid,Bachelor's,Full-time,San Francisco,Large,>=75000,Project Management,Operations,4,50
598,Data Engineer,Mid,PhD,Contract,San Francisco,Medium,>=100000,DevOps,Analytics,5,40
599,Product Manager,Entry,Bachelor's,Full-time,San Jose,Small,>=50000,Project Management,Product,3,49
600,Data Engineer,Entry,PhD,Full-time,San Francisco,Small,>=50000,Data Visualization,Operations,2,58
601,DevOps Engineer,Entry,Master's,Full-time,Chicago,Small,>=75000,Machine Learning,Analytics,3,25
602,System Admin,Entry,Bachelor's,Full-time,Austin,Large,>=50000,Java,HR,1,37
603,Product Manager,Senior,PhD,Contract,Remote,Large,>=150000,Cloud,R&D,2,37
604,Software Engineer,Entry,Diploma,Contract,Boston,Large,>=50000,Cloud,R&D,4,35
605,ML Engineer,Mid,Master's,Part-time,San Jose,Large,>=75000,Data Visualization,R&D,4,26
606,ML Engineer,Senior,PhD,Contract,Boston,Small,>=150000,Data Visualization,IT,3,27
607,AI Researcher,Entry,Master's,Contract,Austin,Small,>=50000,Deep Learning,Operations,1,27
608,Data Engineer,Entry,Master's,Part-time,Los Angeles,Large,>=50000,Cloud,IT,4,54
609,System Admin,Entry,PhD,Full-time,San Jose,Medium,>=75000,Python,HR,3,28
610,Product Manager,Mid,Diploma,Full-time,Austin,Small,>=75000,Deep Learning,Operations,4,58
611,Software Engineer,Senior,Bachelor's,Part-time,Austin,Medium,>=150000,SQL,Product,5,33
612,Data Analyst,Senior,Master's,Full-time,Austin,Large,>=125000,Deep Learning,R&D,3,33
613,System Admin,Senior,Bachelor's,Contract,Chicago,Small,>=150000,Data Visualization,Analytics,1,51
614,ML Engineer,Entry,PhD,Contract,Chicago,Medium,>=50000,Python,IT,1,51
615,Data Engineer,Entry,Master's,Contract,Boston,Small,>=75000,SQL,Operations,1,31
616,Data Analyst,Senior,PhD,Contract,San Francisco,Large,>=125000,Java,R&D,2,34
617,ML Engineer,Senior,PhD,Part-time,New York,Small,>=125000,Deep Learning,Product,3,27
618,Data Scientist,Mid,PhD,Part-time,San Jose,Medium,>=75000,Deep Learning,Operations,5,35
619,Data Analyst,Senior,PhD,Contract,Seattle,Small,>=150000,SQL,Product,2,36
620,AI Researcher,Mid,Bachelor's,Part-time,San Francisco,Small,>=100000,Machine Learning,R&D,3,28
621,Data Scientist,Senior,Master's,Contract,Los Angeles,Small,>=125000,Python,IT,4,50
622,Product Manager,Senior,PhD,Contract,Austin,Medium,>=150000,DevOps,R&D,4,39
623,Data Scientist,Entry,PhD,Full-time,San Jose,Large,>=50000,SQL,HR,5,53
624,Data Engineer,Mid,PhD,Full-time,Austin,Small,>=100000,DevOps,Operations,3,53
625,Web Developer,Senior,Diploma,Full-time,San Jose,Large,>=175000,Deep Learning,HR,5,22
626,System Admin,Mid,Master's,Part-time,Austin,Medium,>=75000,Java,Product,2,29
627,Product Manager,Mid,PhD,Part-time,New York,Large,>=75000,C++,IT,2,32
628,Product Manager,Entry,Bachelor's,Contract,Chicago,Medium,>=50000,Python,Analytics,3,60
629,Data Scientist,Entry,Diploma,Full-time,Boston,Medium,>=50000,C++,Analytics,4,57
630,Product Manager,Entry,Diploma,Full-time,San Jose,Large,>=50000,C++,Product,1,29
631,Data Engineer,Entry,PhD,Part-time,Chicago,Large,>=50000,Data Visualization,Operations,3,32
632,ML Engineer,Mid,PhD,Contract,Boston,Small,>=100000,Deep Learning,Operations,2,48
633,DevOps Engineer,Entry,Diploma,Part-time,Chicago,Large,>=50000,C++,HR,3,37
634,AI Researcher,Mid,Master's,Part-time,San Francisco,Large,>=125000,Project Management,HR,3,36
635,Software Engineer,Entry,Bachelor's,Full-time,Boston,Small,>=50000,C++,R&D,1,53
636,AI Researcher,Mid,Master's,Full-time,Seattle,Medium,>=75000,Cloud,Analytics,4,34
637,Software Engineer,Entry,Bachelor's,Contract,New York,Medium,>=50000,Deep Learning,Analytics,3,24
638,Software Engineer,Senior,Master's,Part-time,Los Angeles,Small,>=150000,SQL,HR,2,39
639,Data Scientist,Senior,Bachelor's,Contract,Los Angeles,Small,>=125000,Machine Learning,IT,4,58
640,Data Engineer,Senior,Diploma,Part-time,San Francisco,Small,>=150000,Project Management,Analytics,1,57
641,Software Engineer,Senior,Diploma,Part-time,San Francisco,Small,>=175000,C++,Analytics,2,42
642,Web Developer,Entry,Bachelor's,Full-time,San Jose,Large,>=50000,C++,HR,4,32
643,DevOps Engineer,Entry,Master's,Part-time,Boston,Small,>=50000,SQL,Analytics,3,49
644,Data Scientist,Senior,PhD,Full-time,Austin,Small,>=150000,Java,Operations,5,36
645,Data Scientist,Entry,Bachelor's,Part-time,Austin,Small,>=75000,Project Management,Operations,2,31
646,AI Researcher,Senior,Bachelor's,Full-time,Seattle,Large,>=150000,Python,Product,3,50
647,Software Engineer,Mid,Bachelor's,Contract,New York,Small,>=100000,Java,Product,2,43
648,ML Engineer,Senior,Master's,Contract,Remote,Large,>=150000,Project Management,IT,5,59
649,Software Engineer,Entry,Diploma,Part-time,Austin,Medium,>=50000,C++,IT,4,34
650,Product Manager,Entry,Bachelor's,Contract,Chicago,Medium,>=50000,DevOps,Product,3,38
651,Web Developer,Mid,PhD,Full-time,Chicago,Small,>=100000,Machine Learning,Product,3,58
652,Data Scientist,Mid,Master's,Part-time,Seattle,Large,>=75000,Data Visualization,HR,4,54
653,Data Engineer,Mid,PhD,Contract,Seattle,Medium,>=75000,Java,Operations,5,37
654,System Admin,Mid,Master's,Full-time,Seattle,Small,>=100000,Project Management,Operations,3,24
655,System Admin,Entry,Bachelor's,Contract,San Jose,Large,>=50000,Java,Product,5,60
656,ML Engineer,Senior,Bachelor's,Contract,San Jose,Large,>=125000,SQL,HR,1,48
657,Data Scientist,Senior,Bachelor's,Contract,Chicago,Large,>=125000,Deep Learning,R&D,2,60
658,Product Manager,Mid,PhD,Contract,Remote,Medium,>=100000,Java,Analytics,4,41
659,Data Analyst,Entry,Master's,Full-time,Seattle,Medium,>=50000,Cloud,Operations,2,23
660,ML Engineer,Entry,Bachelor's,Full-time,San Jose,Large,>=50000,DevOps,Product,4,23
661,Data Scientist,Entry,Diploma,Full-time,New York,Medium,>=50000,Java,R&D,5,57
662,AI Researcher,Senior,PhD,Contract,Remote,Large,>=150000,Data Visualization,IT,3,47
663,ML Engineer,Senior,Diploma,Contract,San Jose,Medium,>=150000,Python,IT,1,39
664,Software Engineer,Senior,Master's,Contract,San Jose,Large,>=125000,Java,Analytics,1,40
665,System Admin,Entry,Master's,Part-time,Chicago,Medium,>=75000,Python,Analytics,5,40
666,Web Developer,Mid,Diploma,Contract,Los Angeles,Medium,>=100000,Python,IT,4,22
667,ML Engineer,Mid,Diploma,Part-time,Seattle,Small,>=125000,Project Management,R&D,3,44
668,AI Researcher,Entry,Bachelor's,Contract,Austin,Small,>=50000,Project Management,Analytics,3,26
669,Data Engineer,Senior,Master's,Part-time,Los Angeles,Medium,>=150000,Data Visualization,Operations,5,53
670,System Admin,Mid,Master's,Full-time,Boston,Medium,>=125000,Data Visualization,IT,4,60
671,System Admin,Senior,Master's,Contract,Austin,Large,>=150000,Machine Learning,R&D,5,41
672,Data Analyst,Senior,Diploma,Full-time,Chicago,Medium,>=150000,Project Management,Analytics,5,38
673,DevOps Engineer,Mid,Master's,Part-time,San Jose,Large,>=75000,Project Management,Product,1,43
674,System Admin,Mid,Bachelor's,Part-time,Austin,Large,>=100000,DevOps,Operations,2,47
675,ML Engineer,Mid,Bachelor's,Contract,Boston,Large,>=100000,Machine Learning,IT,1,56
676,Data Scientist,Entry,PhD,Full-time,Boston,Large,>=50000,SQL,IT,2,40
677,System Admin,Entry,Master's,Full-time,Remote,Medium,>=50000,Project Management,IT,4,38
678,Software Engineer,Mid,Diploma,Part-time,New York,Small,>=100000,Python,R&D,4,41
679,Data Analyst,Mid,Bachelor's,Full-time,Chicago,Small,>=100000,Java,HR,5,57
680,Web Developer,Entry,Master's,Part-time,San Francisco,Medium,>=50000,Java,HR,5,23
681,AI Researcher,Mid,Bachelor's,Full-time,Remote,Small,>=75000,Data Visualization,HR,3,23
682,Product Manager,Mid,PhD,Full-time,New York,Medium,>=75000,Deep Learning,R&D,1,48
683,AI Researcher,Senior,Master's,Full-time,New York,Medium,>=150000,Machine Learning,R&D,2,58
684,Web Developer,Entry,PhD,Full-time,Remote,Large,>=50000,Deep Learning,Analytics,3,55
685,Web Developer,Senior,Bachelor's,Part-time,Seattle,Small,>=150000,Deep Learning,R&D,3,22
686,AI Researcher,Mid,Bachelor's,Contract,Austin,Medium,>=125000,Project Management,HR,2,39
687,Product Manager,Mid,Bachelor's,Part-time,New York,Small,>=75000,Project Management,Analytics,4,40
688,DevOps Engineer,Mid,Master's,Part-time,Los Angeles,Large,>=100000,SQL,HR,2,53
689,Data Scientist,Senior,Diploma,Part-time,Los Angeles,Large,>=150000,Deep Learning,R&D,1,48
690,System Admin,Senior,Bachelor's,Contract,San Francisco,Medium,>=125000,Machine Learning,Analytics,5,47
691,Software Engineer,Mid,PhD,Full-time,Austin,Medium,>=75000,Python,IT,4,28
692,DevOps Engineer,Mid,Bachelor's,Full-time,Boston,Large,>=75000,Python,IT,1,29
693,Software Engineer,Mid,Bachelor's,Full-time,Remote,Medium,>=100000,Machine Learning,HR,3,23
694,Data Analyst,Mid,Diploma,Full-time,New York,Large,>=75000,Machine Learning,Operations,5,29
695,Data Scientist,Senior,PhD,Full-time,Austin,Medium,>=125000,Java,HR,4,60
696,ML Engineer,Senior,Master's,Full-time,Austin,Small,>=125000,Data Visualization,R&D,3,38
697,Product Manager,Entry,PhD,Contract,New York,Large,>=50000,Data Visualization,Analytics,3,31
698,Data Scientist,Entry,Bachelor's,Contract,Austin,Large,>=50000,DevOps,Analytics,3,41
699,Data Analyst,Senior,PhD,Part-time,New York,Medium,>=125000,Project Management,R&D,1,50
700,ML Engineer,Senior,Bachelor's,Contract,Chicago,Large,>=125000,DevOps,Analytics,1,58
701,ML Engineer,Mid,Diploma,Contract,San Jose,Large,>=125000,SQL,R&D,4,54
702,Web Developer,Senior,Diploma,Part-time,Boston,Large,>=125000,C++,IT,2,55
703,AI Researcher,Senior,PhD,Contract,Chicago,Small,>=150000,Data Visualization,Operations,4,43
704,Web Developer,Entry,Diploma,Part-time,Remote,Medium,>=50000,Python,IT,1,43
705,Software Engineer,Mid,PhD,Full-time,Austin,Small,>=75000,Python,IT,5,52
706,Web Developer,Mid,Master's,Part-time,San Francisco,Small,>=75000,Machine Learning,HR,3,24
707,Data Analyst,Senior,PhD,Contract,Seattle,Large,>=125000,DevOps,HR,1,22
708,Data Analyst,Entry,Bachelor's,Contract,New York,Large,>=50000,Java,IT,1,52
709,Software Engineer,Senior,Master's,Full-time,San Jose,Small,>=125000,C++,Operations,3,31
710,Data Engineer,Entry,Bachelor's,Full-time,New York,Medium,>=75000,Cloud,HR,2,35
711,AI Researcher,Senior,Bachelor's,Part-time,Los Angeles,Small,>=125000,Deep Learning,HR,4,33
712,AI Researcher,Mid,Bachelor's,Contract,Remote,Small,>=100000,Machine Learning,R&D,5,27
713,Web Developer,Senior,Bachelor's,Full-time,San Francisco,Large,>=150000,Machine Learning,Analytics,5,26
714,DevOps Engineer,Senior,Bachelor's,Part-time,New York,Large,>=175000,SQL,HR,2,39
715,DevOps Engineer,Entry,Bachelor's,Part-time,Austin,Small,>=50000,Cloud,Operations,5,45
716,Software Engineer,Mid,Bachelor's,Part-time,San Jose,Large,>=75000,C++,HR,4,31
717,ML Engineer,Senior,Master's,Full-time,New York,Small,>=175000,Machine Learning,Product,1,56
718,Product Manager,Senior,Bachelor's,Part-time,Los Angeles,Medium,>=125000,Project Management,IT,4,43
719,AI Researcher,Entry,Diploma,Full-time,New York,Small,>=50000,Deep Learning,HR,3,52
720,System Admin,Entry,Diploma,Contract,Austin,Medium,>=50000,Data Visualization,Analytics,1,27
721,Software Engineer,Mid,PhD,Full-time,New York,Small,>=100000,C++,HR,1,52
722,System Admin,Senior,Bachelor's,Full-time,Austin,Large,>=150000,Cloud,HR,3,44
723,AI Researcher,Mid,Master's,Part-time,Austin,Medium,>=75000,DevOps,Analytics,3,23
724,ML Engineer,Entry,Bachelor's,Full-time,San Jose,Large,>=50000,Project Management,IT,3,35
725,ML Engineer,Mid,PhD,Part-time,Remote,Large,>=125000,Project Management,HR,1,23
726,Product Manager,Mid,Master's,Contract,Seattle,Large,>=100000,SQL,IT,2,60
727,Web Developer,Entry,Master's,Contract,San Jose,Small,>=75000,Machine Learning,Operations,5,55
728,Web Developer,Senior,Bachelor's,Contract,Seattle,Large,>=150000,C++,IT,4,28
729,System Admin,Entry,Master's,Part-time,Remote,Medium,>=50000,Deep Learning,Operations,5,23
730,ML Engineer,Senior,Diploma,Part-time,Remote,Large,>=150000,DevOps,IT,1,22
731,AI Researcher,Mid,Bachelor's,Full-time,Los Angeles,Medium,>=75000,DevOps,Product,1,56
732,AI Researcher,Senior,Diploma,Part-time,Los Angeles,Large,>=150000,Deep Learning,HR,1,48
733,Data Engineer,Entry,Bachelor's,Full-time,New York,Medium,>=75000,Cloud,Operations,5,28
734,ML Engineer,Mid,Bachelor's,Contract,Boston,Medium,>=100000,Project Management,IT,2,55
735,System Admin,Mid,Diploma,Full-time,Remote,Small,>=100000,Python,R&D,4,33
736,Data Scientist,Senior,Master's,Contract,Boston,Medium,>=150000,Deep Learning,Analytics,1,59
737,Web Developer,Senior,Bachelor's,Part-time,Remote,Large,>=125000,Java,Product,2,37
738,DevOps Engineer,Mid,Master's,Part-time,San Francisco,Small,>=75000,Python,Product,3,23
739,DevOps Engineer,Entry,Master's,Full-time,Remote,Small,>=50000,Deep Learning,HR,5,33
740,System Admin,Entry,Master's,Contract,Los Angeles,Medium,>=50000,Machine Learning,Product,1,45
741,Web Developer,Mid,Bachelor's,Contract,San Francisco,Small,>=75000,DevOps,Operations,2,47
742,Software Engineer,Senior,Master's,Full-time,Remote,Small,>=125000,Java,HR,3,25
743,Product Manager,Mid,PhD,Full-time,Los Angeles,Large,>=100000,Project Management,IT,1,52
744,ML Engineer,Senior,Bachelor's,Contract,Seattle,Medium,>=125000,C++,Product,3,51
745,Web Developer,Mid,Diploma,Part-time,Boston,Small,>=75000,Project Management,Product,2,40
746,Data Scientist,Entry,Diploma,Full-time,Austin,Large,>=50000,Java,HR,1,30
747,DevOps Engineer,Senior,PhD,Full-time,San Jose,Medium,>=125000,SQL,R&D,1,25
748,Data Engineer,Mid,Master's,Full-time,New York,Small,>=100000,Project Management,HR,3,29
749,System Admin,Entry,Bachelor's,Part-time,Remote,Large,>=50000,Python,IT,3,45
750,AI Researcher,Mid,PhD,Full-time,Austin,Small,>=125000,Machine Learning,Operations,5,30
751,Data Analyst,Mid,Bachelor's,Full-time,San Francisco,Large,>=100000,C++,Product,3,29
752,System Admin,Mid,Bachelor's,Contract,Austin,Medium,>=75000,C++,Analytics,2,41
753,Product Manager,Entry,PhD,Contract,Chicago,Medium,>=50000,Data Visualization,R&D,2,23
754,DevOps Engineer,Senior,Master's,Part-time,Seattle,Medium,>=175000,DevOps,R&D,2,59
755,ML Engineer,Entry,Master's,Part-time,New York,Small,>=50000,Python,Operations,5,53
756,Data Scientist,Mid,PhD,Full-time,New York,Medium,>=100000,C++,Operations,5,33
757,DevOps Engineer,Entry,Master's,Full-time,Boston,Medium,>=50000,SQL,Operations,4,36
758,Data Analyst,Entry,Master's,Full-time,Los Angeles,Medium,>=75000,Machine Learning,HR,5,28
759,AI Researcher,Mid,PhD,Contract,New York,Large,>=75000,Project Management,Product,5,51
760,Data Analyst,Senior,Master's,Part-time,San Francisco,Small,>=150000,Project Management,Analytics,5,54
761,Data Engineer,Entry,Diploma,Contract,Boston,Large,>=50000,Java,IT,3,54
762,Data Engineer,Mid,PhD,Full-time,Seattle,Large,>=75000,Deep Learning,IT,3,37
763,Data Analyst,Entry,PhD,Contract,Chicago,Medium,>=50000,Java,R&D,4,27
764,Software Engineer,Senior,PhD,Part-time,Los Angeles,Small,>=150000,Python,Operations,1,55
765,Data Scientist,Mid,Master's,Full-time,Seattle,Large,>=75000,Data Visualization,Operations,3,46
766,DevOps Engineer,Entry,Master's,Contract,New York,Large,>=50000,Project Management,HR,5,24
767,DevOps Engineer,Entry,Diploma,Full-time,New York,Medium,>=50000,Project Management,Product,3,36
768,AI Researcher,Mid,Bachelor's,Full-time,Boston,Small,>=75000,Data Visualization,Operations,5,51
769,Data Scientist,Senior,Master's,Part-time,Los Angeles,Medium,>=150000,Cloud,Analytics,3,56
770,ML Engineer,Senior,Bachelor's,Full-time,Boston,Large,>=175000,Project Management,Product,2,55
771,Data Scientist,Mid,PhD,Contract,San Jose,Medium,>=125000,Project Management,HR,5,44
772,Data Scientist,Senior,PhD,Contract,New York,Medium,>=150000,DevOps,HR,3,51
773,ML Engineer,Entry,Diploma,Part-time,San Jose,Small,>=50000,Machine Learning,Product,2,43
774,System Admin,Mid,Master's,Full-time,Chicago,Small,>=75000,SQL,Operations,5,51
775,Web Developer,Mid,Master's,Full-time,San Jose,Large,>=75000,Machine Learning,IT,5,40
776,System Admin,Senior,Bachelor's,Part-time,Chicago,Small,>=125000,Deep Learning,IT,3,39
777,AI Researcher,Senior,PhD,Contract,Boston,Medium,>=125000,C++,HR,3,29
778,Data Scientist,Entry,PhD,Contract,Seattle,Medium,>=50000,Deep Learning,Product,5,23
779,AI Researcher,Senior,PhD,Full-time,Boston,Medium,>=125000,Machine Learning,Operations,4,33
780,Data Scientist,Entry,PhD,Contract,Los Angeles,Large,>=75000,Java,R&D,4,31
781,Data Engineer,Senior,Diploma,Full-time,Austin,Large,>=125000,Python,Product,2,51
782,Product Manager,Mid,Diploma,Part-time,New York,Medium,>=100000,Deep Learning,Product,5,49
783,AI Researcher,Entry,Bachelor's,Full-time,Los Angeles,Medium,>=50000,Project Management,R&D,3,54
784,AI Researcher,Senior,Diploma,Part-time,Boston,Medium,>=175000,Data Visualization,Product,4,33
785,Data Analyst,Mid,Bachelor's,Contract,Seattle,Large,>=75000,C++,Analytics,1,26
786,ML Engineer,Senior,Diploma,Contract,Los Angeles,Small,>=125000,Deep Learning,IT,1,43
787,System Admin,Senior,Bachelor's,Contract,Boston,Large,>=125000,Data Visualization,Product,1,35
788,Data Engineer,Senior,Diploma,Contract,Boston,Medium,>=150000,Python,Operations,4,23
789,Data Scientist,Senior,Master's,Part-time,San Jose,Small,>=175000,Data Visualization,Operations,2,59
790,Data Scientist,Mid,PhD,Full-time,New York,Large,>=75000,Data Visualization,Product,5,28
791,System Admin,Entry,Diploma,Contract,Boston,Small,>=50000,Java,R&D,4,53
792,Software Engineer,Mid,PhD,Full-time,San Jose,Small,>=100000,Cloud,Analytics,3,57
793,System Admin,Senior,Master's,Full-time,Chicago,Medium,>=125000,Java,Analytics,2,58
794,DevOps Engineer,Entry,Bachelor's,Part-time,Chicago,Medium,>=50000,C++,Operations,4,43
795,Product Manager,Senior,Diploma,Part-time,Chicago,Medium,>=175000,DevOps,R&D,1,39
796,Data Scientist,Entry,Master's,Contract,Austin,Large,>=50000,Data Visualization,HR,2,24
797,Data Analyst,Senior,PhD,Contract,Austin,Medium,>=175000,Java,Analytics,2,52
798,Web Developer,Senior,Master's,Part-time,Remote,Small,>=150000,Project Management,Product,1,28
799,Product Manager,Entry,PhD,Contract,San Francisco,Small,>=50000,Cloud,Operations,1,28
800,Data Engineer,Entry,Master's,Contract,Boston,Medium,>=75000,Machine Learning,Analytics,3,27
801,Data Analyst,Senior,Bachelor's,Part-time,Los Angeles,Medium,>=125000,Machine Learning,R&D,2,25
802,Data Engineer,Mid,Master's,Full-time,Austin,Medium,>=75000,C++,IT,3,44
803,Data Scientist,Mid,Bachelor's,Contract,Remote,Medium,>=100000,Project Management,Product,5,33
804,Data Engineer,Senior,Master's,Part-time,New York,Large,>=125000,C++,Operations,4,55
805,ML Engineer,Mid,Master's,Part-time,Los Angeles,Medium,>=100000,Java,Analytics,5,50
806,AI Researcher,Entry,Master's,Part-time,Austin,Small,>=75000,Cloud,R&D,1,37
807,Data Scientist,Entry,Master's,Part-time,Remote,Small,>=50000,Machine Learning,Operations,4,26
808,DevOps Engineer,Senior,PhD,Part-time,Austin,Medium,>=150000,Python,IT,3,49
809,Data Scientist,Mid,Master's,Full-time,Remote,Large,>=75000,Python,R&D,3,57
810,Web Developer,Senior,Diploma,Part-time,San Jose,Medium,>=150000,Cloud,IT,5,37
811,Product Manager,Entry,Bachelor's,Contract,San Francisco,Small,>=50000,Deep Learning,Analytics,5,53
812,Data Engineer,Mid,Bachelor's,Part-time,Remote,Medium,>=75000,Project Management,Product,3,47
813,DevOps Engineer,Mid,PhD,Part-time,Chicago,Small,>=75000,Java,IT,2,46
814,ML Engineer,Mid,PhD,Contract,Boston,Medium,>=100000,Data Visualization,Analytics,4,31
815,System Admin,Mid,Diploma,Full-time,Remote,Medium,>=100000,Data Visualization,R&D,5,41
816,Data Analyst,Mid,Bachelor's,Contract,San Jose,Medium,>=100000,Machine Learning,Analytics,5,57
817,ML Engineer,Senior,PhD,Contract,Seattle,Small,>=125000,SQL,Analytics,1,43
818,ML Engineer,Senior,PhD,Contract,San Jose,Medium,>=150000,Machine Learning,Analytics,2,47
819,AI Researcher,Senior,Master's,Contract,Seattle,Large,>=150000,C++,Operations,4,28
820,Data Scientist,Entry,PhD,Full-time,New York,Small,>=50000,Machine Learning,HR,5,33
821,Data Analyst,Senior,PhD,Contract,Chicago,Small,>=125000,DevOps,IT,4,48
822,Web Developer,Mid,Diploma,Contract,Remote,Medium,>=75000,C++,Product,5,29
823,Product Manager,Mid,Bachelor's,Contract,Chicago,Medium,>=75000,SQL,R&D,3,56
824,DevOps Engineer,Entry,Diploma,Contract,San Jose,Small,>=50000,SQL,Operations,3,60
825,AI Researcher,Entry,Bachelor's,Contract,Los Angeles,Small,>=50000,Deep Learning,Analytics,1,56
826,System Admin,Mid,PhD,Full-time,Boston,Large,>=125000,Cloud,HR,2,57
827,Web Developer,Mid,Diploma,Full-time,Boston,Large,>=100000,Python,R&D,5,22
828,Product Manager,Mid,Diploma,Contract,Austin,Small,>=75000,Deep Learning,R&D,5,60
829,DevOps Engineer,Senior,Master's,Full-time,San Jose,Large,>=150000,Deep Learning,HR,2,53
830,Data Engineer,Mid,Diploma,Part-time,Seattle,Large,>=100000,Cloud,R&D,2,25
831,DevOps Engineer,Mid,Master's,Contract,Remote,Small,>=100000,Project Management,Product,1,38
832,Software Engineer,Mid,PhD,Full-time,San Francisco,Large,>=75000,Machine Learning,HR,1,30
833,AI Researcher,Entry,Diploma,Part-time,San Francisco,Large,>=50000,Cloud,Operations,1,44
834,AI Researcher,Entry,Bachelor's,Full-time,San Jose,Large,>=50000,C++,Product,5,37
835,DevOps Engineer,Senior,PhD,Contract,New York,Small,>=150000,Project Management,Analytics,2,43
836,Data Scientist,Mid,Master's,Part-time,Chicago,Large,>=75000,Deep Learning,Product,1,26
837,System Admin,Entry,PhD,Contract,New York,Large,>=50000,Machine Learning,Product,2,50
838,DevOps Engineer,Mid,Bachelor's,Part-time,New York,Medium,>=75000,Cloud,Operations,2,48
839,ML Engineer,Entry,PhD,Part-time,Los Angeles,Large,>=50000,Java,Analytics,3,34
840,Data Analyst,Senior,Diploma,Full-time,Los Angeles,Medium,>=150000,SQL,R&D,5,36
841,Software Engineer,Senior,Bachelor's,Full-time,Boston,Medium,>=125000,Python,IT,1,32
842,Web Developer,Senior,Bachelor's,Full-time,Austin,Medium,>=150000,SQL,Analytics,2,60
843,Data Engineer,Entry,Bachelor's,Part-time,Los Angeles,Large,>=50000,Machine Learning,Analytics,2,56
844,Data Engineer,Entry,Diploma,Full-time,Chicago,Medium,>=50000,Machine Learning,Analytics,4,45
845,Software Engineer,Senior,Diploma,Full-time,Los Angeles,Medium,>=125000,Java,Operations,3,49
846,System Admin,Senior,Bachelor's,Contract,Chicago,Medium,>=150000,Deep Learning,IT,4,53
847,Data Scientist,Entry,PhD,Contract,New York,Large,>=50000,Data Visualization,R&D,1,38
848,Data Analyst,Mid,Bachelor's,Full-time,Seattle,Large,>=75000,C++,Analytics,1,50
849,Data Engineer,Mid,Diploma,Part-time,Los Angeles,Small,>=100000,Project Management,Product,3,59
850,System Admin,Entry,PhD,Contract,Seattle,Small,>=50000,Python,Product,1,53
851,ML Engineer,Mid,Master's,Part-time,San Francisco,Medium,>=100000,Java,Analytics,3,33
852,Product Manager,Mid,Diploma,Full-time,Austin,Large,>=100000,Data Visualization,Operations,5,32
853,AI Researcher,Mid,Master's,Part-time,Boston,Large,>=100000,C++,Analytics,5,55
854,Web Developer,Mid,Bachelor's,Part-time,Los Angeles,Large,>=100000,Java,IT,1,44
855,Web Developer,Senior,Bachelor's,Contract,San Jose,Medium,>=175000,C++,R&D,3,40
856,Product Manager,Mid,Bachelor's,Part-time,Chicago,Large,>=75000,Python,Analytics,4,46
857,DevOps Engineer,Entry,PhD,Full-time,Remote,Large,>=50000,Deep Learning,Operations,4,40
858,DevOps Engineer,Senior,Diploma,Part-time,Seattle,Large,>=150000,Project Management,IT,2,52
859,System Admin,Entry,Diploma,Part-time,San Francisco,Large,>=50000,Java,Operations,5,44
860,Product Manager,Senior,PhD,Part-time,Chicago,Large,>=125000,Machine Learning,Product,3,36
861,Data Scientist,Entry,Master's,Full-time,Los Angeles,Medium,>=50000,Data Visualization,Operations,1,53
862,Product Manager,Entry,Diploma,Contract,Austin,Medium,>=75000,Java,Product,3,28
863,Data Analyst,Mid,PhD,Part-time,Chicago,Medium,>=100000,Deep Learning,R&D,4,31
864,System Admin,Entry,Diploma,Contract,Austin,Large,>=75000,Python,Operations,4,31
865,DevOps Engineer,Mid,Bachelor's,Full-time,New York,Medium,>=100000,Data Visualization,Analytics,2,29
866,Data Engineer,Mid,Diploma,Contract,Seattle,Medium,>=75000,Project Management,Analytics,1,29
867,DevOps Engineer,Mid,Diploma,Part-time,San Jose,Large,>=75000,Data Visualization,IT,3,29
868,Data Engineer,Mid,Bachelor's,Full-time,Los Angeles,Medium,>=100000,Machine Learning,Operations,2,24
869,Data Analyst,Mid,Bachelor's,Full-time,Remote,Small,>=100000,Java,R&D,5,35
